Handle,Score
dikafradana,0.0655186135110964
dominus1,0.1281468798209775
cremafr,0.0478276669627715
skyfp133,0.0628474397311491
brettzie,0.0818327619157375
vaidyaharsh11,0.0980173090338332
bolom,0.0819480058006088
ashraf402,0.1135566893805692
andywmo,0.0653649619219843
ethdreamer,0.113277774839023
goto5k,0.098047283746076
thesaso,0.0975186388210673
binish21,0.1281468798209775
anajolsson,0.0652901060195964
slon36,0.0646006437607605
diegocolnago,0.0975186388210673
colddevil,0.0652901060195964
elliottmatt,0.0982707316009766
sunny34,0.0435021804086247
unnawut,0.1146338765755064
nickwilmot,0.0650379598220793
mechanical1,0.0810196522835895
mrtoph,0.048655414681418
leontodd,0.0972788411231252
bayou020,0.1803078768492602
nata220,0.1135566893805692
fly9886,0.0654082995496826
andersondb8,0.0975186388210673
fanbs,0.0809108108367666
adampluck,0.1147444806178437
b19bay,0.0972788411231252
alexkeating,0.0653649619219843
nardholio,0.0298093422953532
ateett12ue,0.0972788411231252
too-far,0
ronaldboege,0.0972788411231252
anmolgaur45,0.0654989145894153
tuxcanfly,0.0287037853456052
ssjamez,0
jydjide,0.098047283746076
jtripathy4,0.0975104638995465
kapil302,0.0791117257451637
pzolaem,0.4894613583138173
disruptionjoe,0.065569830707467
chibie,0.0487008398610998
devranjan,0.2949882903981264
ekzjuperi,0.0818999875152458
leoccku,0.0490894775094888
agra770,0.0613542614677272
jahid786,0.1135422627663513
asifbd11,0.0970499433205441
soumitradey8,0.3277344799785004
dewangang,0.0654989145894153
leninin,0.0973415155214509
aarya786,0.0980173090338332
kunal1996-dev,0.0815830668318495
misterkuye,0.1131238909540319
akuikisopozo,0.113277774839023
ashishtrivedi210,0.113277774839023
tanvir49,0.0652940458039326
shayando,0.1639185411106875
sks5000,0.08162148146014
royel33,0.0970499433205441
emraan361,0.081935200924512
jeetkotia,0.0819063899532942
crtayhan,0
pankaj8885,0.1475283147946385
hong994,0.0973415155214509
alauddin1414,0.0970499433205441
podzemniytip,0.0809108108367666
tulasiraolanke,0.0325223654849189
snoopfear,0.0816310851172126
singularityhacker,0.114706009646596
succex,0.0655028543737515
savelev1,0.0464043446660744
io4,0.0464043446660744
abukatov,0.0654201189026912
bartcrpt,0.3440999837688686
cryptossam,0.0646006437607605
gyunikuchan,0.0653649619219843
victor-defi,0.0655028543737515
zapaz,0.0804690426114264
andy0130tw,0.1966966966966967
shanti8,0.0809108108367666
kweiss,0.0983470308685036
viaeth,0.0435021804086247
alipostaci2001,0.3440999837688686
tmphey,0.0642972803668727
krupolek,0.0298093422953532
dishaagarwalla,0.0483828636033271
lightmyfire17,0.0298093422953532
abgareth,0.0972788411231252
kovrus3080,0.1309610592164375
gorzide,0.113277774839023
johnzhanghello,0.0818679753250037
erijan88,0.1281468798209775
sweetyvshah,0.0973415155214509
jdille,0.0972788411231252
illusion-py,0.0654201189026912
clark0x,0.1474776395469633
fluchtzwerg,0.065569830707467
nftxdefi,0.0980418337983955
heyflex,0.0483828636033271
osx86future,0.0628474397311491
neozaru,0.0980418337983955
r22d,0.0653649619219843
explorergeek,0.0975186388210673
puckinuts,0.0973415155214509
eichenkundiger,0.0654082995496826
paulemmanuelng,0.113277774839023
melenxyz,0.0816310851172126
john2204,0.1311390645396443
jungian1,0.0650379598220793
icebergyy,0.0642972803668727
fartunov,0.1135566893805692
breakmatrix,0.0287037853456052
sidework,0.0817207192498903
bashalex,0.0816310851172126
adoghedavid,0.1966966966966967
jacmos3,0.0819480058006088
irhonin,0.0818327619157375
nbgoku,0.2294723248556157
newmskii,0
zeminglakuai,0.0287037853456052
danieldy21,0.0972788411231252
thibault23,0.048963296454817
spbalexpiter,0.0791117257451637
hamahdiyar,0.1281468798209775
rijulove,0.3113748365684401
georgetprofit,0.0287037853456052
jagdish1277,0.1281468798209775
rahulkr2503,0.0435021804086247
imranmahmudshoiball,0.0982707316009766
sukrit1234,0.0811092864162673
monomesa,0.5355191256830601
haicu,0.0983552057900244
pratikawasare,0.081355780281131
emekasegu,0.0655186135110964
elhamne,0.0972788411231252
rjdrost,0.0791117257451637
fenola,0.0982707316009766
chemiron,0.0809108108367666
nischitpra,0.0287037853456052
lexprime,0.0816310851172126
fotslen1,0.0654082995496826
polywakes,0.0654989145894153
bertco,0.0628474397311491
lavanlavanivan,0.0809108108367666
yoshi-dot,0.0298093422953532
d1esel9,0.0646006437607605
prynxx,0.1131238909540319
andmilj,0.0810196522835895
tseitz,0.0972788411231252
finicio,0.0973415155214509
carlos786110,0.0804690426114264
prometheusminer,0
ironpaul,0.0809108108367666
adityapk00,0.0652901060195964
khan1447,0.1135422627663513
ltyu,0.0464043446660744
martinkrung,0.0975186388210673
cryptoperchik,0.048963296454817
vogue20033,0.113277774839023
cdmitriy,0.0628474397311491
sonmai-2912,0.081355780281131
bisnu999,0.2294723248556157
j37r0n,0.0975104638995465
s4k13,0.1131238909540319
dedensihombing,0
pokl88,0.1469328806344541
harshvardhan-shah,0.0976984870945238
kakashi010,0.1147444806178437
xqls945,0.081355780281131
ftupas,0.0815830668318495
mousekozo,0.0315456771366753
pitannosuke,0.1310712529879465
jjyflow,0.0816118778030674
decan9,0.1134605119524498
randlmac,0.0811092864162673
grehei,0.0811092864162673
kmn,0.113277774839023
dbarobin,0.1135422627663513
yrsat1980,0.0811092864162673
usbvadik,0.0323460189775972
tieulyphitieu,0
freestriker00,0.0818583716679311
tcxcx,0.113277774839023
enterstake,0.0818679753250037
danpoby,0.1135566893805692
hankcrypto,0.0972788411231252
orlandocl,0.0809108108367666
windrainice,0.0652901060195964
arnold-almeida,0.0489733909391908
bestfriendyb9x,0.0650379598220793
wackerow,0.0980418337983955
boomyl,0.0464043446660744
pineappler,0.1146867741609721
laocao666,0.1134605119524498
azimwenn,0.0982952563655389
crjobo,0.0980418337983955
mrworksome,0.0478276669627715
gdixon,0.2622398851907048
asteroidb612,0.0650379598220793
fommes,0.0976984870945238
frambor,0.0811092864162673
dacapricorn,0.0642972803668727
evorn4,0.0818679753250037
lemonlennon,0.0975186388210673
darkblock1,0.0809108108367666
crazysoldier,0.0978837853156609
folarin445,0.0435021804086247
shaz33,0.0815830668318495
ankit5902,0.0972788411231252
cong989,0.3604508196721311
yuopu0285,0.0653886006280016
chancheeyong,0.1470215623178858
rpdb-ops,0.0819063899532942
godislovefl,0.0980173090338332
ocex,0.0791117257451637
sangbejo,0.0811092864162673
sncrsenyurt,0.0791117257451637
nzubemush,0.0613542614677272
jxdavid,0.1966966966966967
chendatony31,0.1281468798209775
sumeet0101-del,0.1135566893805692
jpaxxx,0.0816310851172126
normadn,0.1310882058758709
tulong59,0.081042060816759
ggdi,0.0484535249939433
flyer88,0.1281468798209775
bangarmoy,0.0791117257451637
kishan18coinbase,0.1131238909540319
icohigh,0.0298093422953532
alexandrefilippov,0.0613542614677272
eibrielinv,0.0491702333844787
iamrts44,0.081935200924512
saiyajiin1,0.1311390645396443
anthonygraignic,0.0819480058006088
mjerkov,0.0791117257451637
marmamusic,0.0628474397311491
rodrigo403,0.0980418337983955
diverscrd,0.0972788411231252
matissime,0.0487866429782766
mrtdlgc,0.0983470308685036
mrivero1981,0.2130863917408815
mahendran78,0.0483828636033271
vrlvnft,0.0972788411231252
y0mek0,0.1134605119524498
forh88,0.0809108108367666
jackylimel,0.0979764344262294
vishal89-tech,0.0978837853156609
walidof007,0.0325223654849189
oubba37,0.0464043446660744
defigeneration,0.4093072448439978
azlpy3117g,0.0628474397311491
rifatmax67,0.0972788411231252
anjankafley,0.1135422627663513
pankajparosi,0.0970499433205441
sogazdagr8,0.0980173090338332
zerpajose,0.0654082995496826
kaptenakro,0.1638550006354047
inacali,0.0287037853456052
parami-pra,0.1135566893805692
jubilegus,0.1963520897947127
azippy,0.1134605119524498
albertp2204,0.1135566893805692
igorodrigues,0.048963296454817
byri1986,0
therealjoeman1,0.1803078768492602
arif7272,0.0815830668318495
jamal0003j,0.0975104638995465
shoom21,0.0811092864162673
mahbubz234,0.1281468798209775
ermeloboy78,0.0488825405798271
juanberbesi23,0.0982298569933728
durgadasji,0.0972788411231252
yegorgolovnia,0.2130863917408815
tomtranmer,0.0972788411231252
bohus-eth,0.0975186388210673
jega71,0.0490894775094888
diegoleal8802,0.1131238909540319
busimus,0.0804690426114264
mrzxwang,0.1281468798209775
wellwhoami,0.0816118778030674
udezee1,0.0970499433205441
teechizzy,0.0970499433205441
trnsrt,0.113277774839023
kodvas,0.113277774839023
bitdrongo,0.0489935799079383
cheo0202,0.08162148146014
kumrum,0.0487866429782766
alexkandrin,0.0435021804086247
hcytmz,0.0972788411231252
syz986,0.0976984870945238
boqiboy,0.0646006437607605
ben19761,0.0972788411231252
botzmann,0.0287037853456052
mjy1990,0
bad-za,0.048655414681418
devkonig,0.0804690426114264
andrey-neu,0.0613542614677272
bbay222,0.0818647741059795
korkius,0.0271912749174223
gio3gio,0.0646006437607605
xoradaka,0.0811092864162673
vgalibov,0.081355780281131
pawiromitchel,0.2458497613612782
1640ddm,0.0646006437607605
justubong,0
boilerrat,0.2458497613612782
leonshine89,0.0817207192498903
huangyin55,0.2458497613612782
rapkidy,0
eferoro,0.0655107339424239
sirdotskillful,0.1131238909540319
omokingsman,0.08162148146014
cream470,0
auruhm,0.0809108108367666
ithinkishardedmyself,0.2294723248556157
vuaao,0.0976984870945238
preddy25,0.0322442806079885
harish2204,0.0271912749174223
alambds,0.0804690426114264
thebonanza,0.0973415155214509
egk10,0.0810196522835895
roxtigerf,0.113277774839023
startico2019,0.1475283147946385
lincoln2020,0.0809108108367666
haruketh,0.0804690426114264
stephenmilone,0.0818327619157375
spukrash,0.0489733909391908
gersiedee,0.0973415155214509
udembaselfmade,0.1135422627663513
indigocryptotrading,0
udembapc,0.0975104638995465
fenya96,0.0982543817579351
lowpost17,0.0490894775094888
aren49,0.0982816314963376
thib01,0.0816310851172126
sirlittle,0.0653531425689757
cryptogutzz,0.0804690426114264
delight105,0.0646006437607605
tuxon33,0.1803078768492602
dilerium90,0.0809108108367666
ipalvr,0.0976984870945238
mashbox77,0.0655540715701222
erdincgumus,0.1311390645396443
comdex,0.0483828636033271
zjuchenyuan,0.1134605119524498
coder969,0.1134605119524498
davidkieve,0.0972788411231252
borand88,0.0973415155214509
lcbusby,0.0322442806079885
tyaga321,0.0804690426114264
srgouveia,0.1475283147946385
coinholiolio,0
dorukaksoy,0.0817207192498903
pharos3,0.0321425422383797
maloikka,0.0972788411231252
tracheopteryx,0.0804690426114264
jabric,0.0818999875152458
doudouo,0.0818647741059795
makcinge3,0.0628474397311491
minhtu8593,0.0642972803668727
division666,0.0487866429782766
mariankos,0.2130863917408815
shadat9,0.113277774839023
avocato31,0.3604508196721311
gazeteciserif,0.0650379598220793
freeleon888,0.0271912749174223
js974lin,0.0489935799079383
mzdragon,0.0973415155214509
rhovasti,0.0271912749174223
legendfan75,0.3929995569339831
phanmakemoney,0.0972788411231252
bluelee2020,0.278619932780026
haohanhoo,0.1135566893805692
sunlc8888,0.0642972803668727
sushanth3366,0.3113748365684401
yampopoampl,0.1281468798209775
carpecryptum,0.048963296454817
nightlee1996,0.1281468798209775
longboynd9,0.081042060816759
luongs3,0.0811092864162673
0x-ca,0.0298093422953532
anhtuan90,0.081042060816759
bitoranges,0.0287037853456052
19858889,0.0804690426114264
seyeski,0.0973415155214509
chessmaster2077,0.0972788411231252
istekis,0.0819640118957299
pepem00n,0.0321425422383797
vodangvinh,0.0791117257451637
0xarmagan,0.1134605119524498
cryptozeean,0.0646006437607605
maxieandre,0.0287037853456052
ii323,0.0321425422383797
chris3303,0.0287037853456052
jaybuidl,0.0980418337983955
nobody9647,0.1134605119524498
girijoma,0.1134605119524498
416852305,0.0642972803668727
ulerdogan,0.1470215623178858
davisbourland,0.048655414681418
umaru-eth,0.0653649619219843
adrianstoj,0.1639185411106875
shea851,0.0271912749174223
intensevicius,0.1281468798209775
sonu128270,0.081355780281131
geogons,0.0804690426114264
zz-badger,0
dantakum,0
ericbal,0.113277774839023
chutit,0.0972788411231252
ls4825783,0.065569830707467
yungvader,0.0287037853456052
triwolf,0.0975186388210673
mandyohhh,0.0816118778030674
yson,0.0972788411231252
liu538,0.1308169596690796
ducthangbonus,0.2622398851907048
havlind,0.0646006437607605
mdwasimraja,0.0980418337983955
mzf138934,0.1469328806344541
bozsdrin07,0.0818679753250037
sirisha-basav,0.0490894775094888
cindythuem,0
analyntot,0.081042060816759
princekelly1,0.0980173090338332
mhastarichard,0.2458497613612782
xiang-135,0.1966720819179835
guozilialulu,0.1135566893805692
rebeccaoladun,0.0628474397311491
conan213,0.081042060816759
alexcriptopro,0.1147492894892497
yushan1112,0.0817207192498903
jasonatcontract,0.278619932780026
peeranky09,0.0655540715701222
wuwentao123,0.1134605119524498
7skilless7,0.0646006437607605
mrthienbao,0.1135566893805692
xhao123456,0.3277344799785004
efosa919,0.0818679753250037
nazcryp,0.0435021804086247
schlomimahomi,0.1474903083588821
harry81189,0.0818327619157375
huangbing26,0.1281468798209775
wqy20010509,0
pawaluodi2012,0.1135566893805692
yydjjy,0.1134605119524498
noomrt,0.0322442806079885
mrrpiusz,0.0970499433205441
sanjiaomaowang,0.0804690426114264
olayzdesire,0.098047283746076
tomkaka1,0.1135566893805692
ibizugbe7,0.0976984870945238
jindalin,0.0817207192498903
aktibk,0.0982298569933728
airdropgodx24,0.1131238909540319
vicjudex031,0.2949882903981264
globallager,0.1803078768492602
arewa111,0.0464043446660744
blackmaryline,0.0973415155214509
godspeeduck,0.0653649619219843
lykhangky,0.0791117257451637
harjybhorlah,0.1131238909540319
samohaha32,0.1281468798209775
gbaaa,0.0613542614677272
bobyd,0.0321425422383797
sunnybest11,0.1281468798209775
tmark446,0.0322442806079885
onurofficial,0.0972788411231252
semp1,0.0464043446660744
myraxa229,0.0653531425689757
jayhpee,0.0982707316009766
erichare,0.0628474397311491
sh2745,0.0655028543737515
n1024829,0.0804690426114264
biboudam,0.0490894775094888
tomasjuanduran,0.1803078768492602
alefcripto,0.0983579307638646
gguini,0.0650379598220793
defited,0.0975186388210673
rampelz,0.0628474397311491
mohtaufiq175,0.0464043446660744
tfun99,0.1131238909540319
yhs12345678,0.0491248082047969
zt1991666,0.1281468798209775
ieoteam,0.0271912749174223
jad324324,0.0650379598220793
tgwinly,0.0816310851172126
herofang,0.0972788411231252
bqlekan,0.0818807802011005
luoyumo,0.0271912749174223
glacier023,0.0980173090338332
crusoelee,0.1131238909540319
93i7xo2,0.1639185411106875
runrun88,0.0810196522835895
witheng,0.08162148146014
github-risan,0.0970499433205441
salamita,0.0791117257451637
jaykrat,0.048963296454817
stephenpan,0.1475156459827197
omalicha,0.1131238909540319
el2li2k6,0.1144559483334856
panpadre,0.0970499433205441
pxy111,0.278619932780026
kaystar001,0.081919194829391
watertim,0.4093072448439978
elemuje,0.1475283147946385
profitbooster,0.1281468798209775
abeeboduola,0.1131238909540319
chammychummy,0.1281468798209775
edentata,0.0982707316009766
kizzy34,0.0982298569933728
omoniyi1995,0.1131238909540319
sg1983,0.0321425422383797
pimatsenka,0.0464043446660744
aadelani,0.0973415155214509
cryptoray09,0.0655422522171136
ipatka,0.0650379598220793
torikaus,0.0818327619157375
lennygas,0.0818327619157375
lemmybe,0.0973415155214509
memoool,0.1310882058758709
miratchess,0.0489733909391908
herewardmcg,0.0983579307638646
vezir04,0.0972788411231252
trustinruss,0.0484535249939433
ravenoss7,0.0972788411231252
lington1,0.0819063899532942
dinadur,0.0816310851172126
headstrong356,0.0655343726484412
bigtopz,0.1131238909540319
shuknasty,0.0982298569933728
miladdoostfa,0.0972788411231252
shivamk89,0.2949882903981264
cryptoadvice247,0.0435021804086247
rupyaah,0.0488825405798271
shabeerauh84,0.098047283746076
cryptonyz,0.08162148146014
metaro23,0.0653649619219843
sinouhe1,0.0809108108367666
aaiken19,0.113277774839023
noobmyname,0.1131238909540319
pronab7s,0.0652940458039326
duyle95,0.3113748365684401
snoopy254pl,0.2622398851907048
nic619,0.0980418337983955
cccggg123,0.0804690426114264
btcfans2020,0.1134605119524498
littleluckymm,0.0975186388210673
zxiaofan,0.0976984870945238
zoldank,0.2294364529899199
jacklink2,0.4093072448439978
sgxiang,0.0642972803668727
hollygrimm,0.0972788411231252
tonmoyakash177,0.0973415155214509
ideasatminds,0.0975186388210673
kzflyer,0.113277774839023
xiaoma1643,0.1281468798209775
7sandews,0.2622398851907048
shenjiabuguoyibuquguocaijie,0.0652940458039326
ibrahimkecici,0.048655414681418
limitessbeauty,0.0321425422383797
alitong,0.081042060816759
sinaeyzed,0.0976984870945238
duskarc,0.0804690426114264
soupsy86,0.0654989145894153
gamevox,0.0972788411231252
qq976739120,0.0810196522835895
kyneh,0.0980418337983955
loopfin,0.0978837853156609
kevincharm,0.0975186388210673
toubazi,0.1135566893805692
mantisclone,0.1134605119524498
dacryptore,0.0976984870945238
dann09,0.0628474397311491
hs365,0.1146867741609721
wakeful156,0.0654082995496826
hansichan,0.1135566893805692
gjacuna,0.1147396717464378
bill0x2a,0.0487866429782766
mnkmoh,0.0271912749174223
ryokun82,0.1131238909540319
toantk12,0.0818647741059795
thanhcapi,0.3113748365684401
wwy108,0.1474776395469633
frostmoourne44,0.0982925313916986
drewsapple,0.0816310851172126
holaryeankar007,0.1639185411106875
chillsauce,0.0325223654849189
angelgabg,0.1135566893805692
nilsb1,0.0975104638995465
raoulschipper,0.0271912749174223
lordvegetaeth,0.0650379598220793
