Handle,Distance_Min
77enla77,0.4090909090909091
77grace,0.25
77maxtheg,0.14285714285714285
7808eth,0.55
781284707,0.047619047619047616
78405618,0
7888473,0.2222222222222222
78hgcjg5,0
790228724,0.2222222222222222
791991239,0.23076923076923078
7933774,0.25
794714665010204,0
7998etha4,0.25
7998l201,0
7998l2a3,0.2857142857142857
7998l2d7,0
7998l2h9,0.2
79anvi,0.125
79river,0
7atak,0.25
7baobei,0.2608695652173913
7bx2,0
7e6699,0
7h2x5e,0.09523809523809523
7i7o,0.16666666666666666
7l2ether,0
7nightknight,0.4
7omid7,0.09090909090909091
7sandews,0.038461538461538464
7skilless7,0.23076923076923078
7u702,0.3157894736842105
7uuuiu,0
7xb1,0
804173948,0.25
80681,0.1
811708043171565,0.1
81github,0.25
82215522,0
8257542,0
825ij,0
826828684,0.2727272727272727
8272,0.35714285714285715
827danny,0
82githubs,0.25
82outlook,0.041666666666666664
82to82,0
82wde,0
837428533,0
83github,0.25
84128eth,0
84ben,0.21428571428571427
84github,0.25
854406346,0.4
857191340,0.4
85didididi,0.25
860648605,0.1111111111111111
8686lake,0
86github,0.25
86haoge,0
87272200,0.2
87974654,0
8799076,0
88-netizen,0.3076923076923077
880701eth,0.125
881014,0.15384615384615385
881124,0.3448275862068966
881188q,0.3333333333333333
8848meth,0
887886,0.6666666666666666
8880222,0
888838yue,0.1111111111111111
88888btc,0.19230769230769232
888saraaa,0.2
88bitcoin,0.36363636363636365
88dididi,0
88jackie88,0
88vishal,0.21739130434782608
8923uiq,0
89562,0
8982ja,0
89github,0.25
8lnatural,0
8shuai88,0
8ventures,0
9041445,0
90bithub,0.25
90cengiz,0.36363636363636365
910528,0.3
91github,0.25
91kai91kai,0
91wanhuo,0.1
92github,0.25
9333750,0.18181818181818182
93github,0.25
93i7xo2,0.08695652173913043
94127,0.07142857142857142
9438722,0
944035716946952,0
948133409,0
95029544,0
9527-2,0
9527-3,0
9555858,0.07142857142857142
9668817,0.09090909090909091
972181899,0
97528eth,0
97wrty,0
98110eth,0
98550eth,0
987943225,0
98cchn,0
99686,0
9999gggg,0.34615384615384615
999club,0.18181818181818182
999rm,0.17857142857142858
99c4,0.13333333333333333
99joejoe,0
99p32a1,0.36363636363636365
9dai5,0.46987951807228917
9jenypr4lv69rp7,0.1
9pie,0.1
9ry4them00n,0.1
9seed,0.125
9tmirrors,0.3
9west,0
a-aev,0
a-fukuhara,0.045454545454545456
a-tauri,0.18181818181818182
a0920b7130,0.16666666666666666
a100-1,0
a100-10,0
a100-11,0
a100-12,0
a100-13,0
a100-14,0
a100-15,0
a100-2,0
a100-3,0
a100-4,0
a100-5,0
a100-6,0
a100-7,0
a100-8,0
a100-9,0.0625
a1018643,0
a10462136,0.06896551724137931
a1085850510,0
a10sasha,0
a1182771408,0
a1185468701,0.06896551724137931
a137731,0.26666666666666666
a13857570779,0.36363636363636365
a13xsc,0
a1655049627,0
a16zlei,0.15
a17896208742,0
a186r,0
a189296,0.11764705882352941
a198816,0.30434782608695654
a1dd,0
a1tseason,0.25
a21fortech,0.1875
a233uuu,0.42857142857142855
a23846779,0
a2479978915,0
a255255,0
a2741890,0
a2767883309,0
a29654776,0
a2b-git,0.125
a2ojka,0
a2ronprice,0.25
a3368166,0.05555555555555555
a3522045,0.2608695652173913
a387688901,0.1
a399jjjsddjjjd,0
a3hncmennma95,0.28
a3roger,0.2
a4adky,0.2
a4adkyr,0.16666666666666666
a4baby,0
a4h6ta,0
a4rem,0
a5092007,0
a572825716,0.1891891891891892
a670095344,0.2608695652173913
a720812,0.3333333333333333
a743811357,0.06666666666666667
a747996286,0.2222222222222222
a785314697,0
a7885284,0.24074074074074073
a808mp,0
a844959797,0.14285714285714285
a8522712,0.3108108108108108
a872236482,0
a8lzq,0
a9264826,0
a977557gm,0
a9sasha,0
aa12312346,0.4482758620689655
aa13511,0
aa137498,0
aa15108499262,0
aa168hh,0.125
aa2420,0.1
aa2906123031,0
aaa-bterk,0
aaa85426aaa,0
aaaa30259,0
aaaa6525,0
aaaaammmm,0
aaaaaxc,0.35714285714285715
aaaaduan,0.14285714285714285
aaaakkkkoo,0
aaacat6,0
aaaf073,0
aaafghhgjj,0.07142857142857142
aaashaan11,0
aaathree,0
aabernieschultz,0.5
aacturner,0
aadamsnickwestehintz,0
aaddddddg,0.07142857142857142
aaddhkgcd,0.058823529411764705
aadhdkxzbhvd,0.058823529411764705
aadi00057,0.125
aadinew,0.3488372093023256
aadventures,0.38461538461538464
aaempire,0.514018691588785
aaflyfish,0.11764705882352941
aahiastr,0
aahpetzyanov,0
aaieaaaowa,0
aairdropb,0.3548387096774194
aakb875,0.14814814814814814
aakisachi,0.23076923076923078
aalbatross11,0.1
aaleksand,0.42857142857142855
aalimsahin,0
aaliyahcook,0
aalluro,0.08695652173913043
aamironov,0
aanjaoibe,0.08333333333333333
aanostra,0
aantoniuk,0
aapucb,0.2
aardsonwards,0
aardvark-grogu,0
aarif2177,0
aaristim,0
aaron-thecreator,0.125
aaronayrton,0
aaroncas,0.2
aaroncoverdal,0.13333333333333333
aarondraws,0.14285714285714285
aaroneliae,0.13333333333333333
aaroniona,0
aaronnnesdf,0.2
aaronwjordann,0
aaronzhang888,0
aarothomas,0
aascft3,0.5217391304347826
aashermur,0
aasishghimire,0
aassdcvgnjv,0
aassdddc,0.13333333333333333
aatlo,0
aawan888,0
aawww777,0.5333333333333333
aaxghjkklg,0
aayu26886,0
aayush-gupta-coder,0.16666666666666666
aazarii,0
ab1688,0.07142857142857142
abaaac,0
abab6111,0.05555555555555555
abadhe,0
abalyasnikov,0.35714285714285715
abamkaeng,0
abandonou,0
abanf,0.14285714285714285
abaricrypto,0
abavilovich,0.11764705882352941
abayomi461,0.15384615384615385
abbadmus,0.325
abbasbonbast,0
abbasido,0.2
abbaspuyaa,0
abbass9,0.16666666666666666
abbiewokpn0,0
abbotsa,0.125
abbuddha,0.1111111111111111
abby080704,0
abby215,0
abby4916,0.42857142857142855
abby57,0.26666666666666666
abc1993611,0
abc85ab,0
abcairdrop,0
abcap1,0.16666666666666666
abcd5vision,0
abcd880101,0
abcdsxg,0.3333333333333333
abcoathup,0.25
abcxyz1o,0.0625
abdeslamzamorano,0.3333333333333333
abdi71,0
abdkar34,0.25
abdkhan0207,0.3076923076923077
abdkhan82,0.3076923076923077
abdmohxx22,0
abdollkhalili,0
abdtrade,0
abdula111,0
abdula12,0
abdulakdir,0.2631578947368421
abdulbakiturk,0
abdulbasit657,0.03571428571428571
abdulejaz1996,0.010752688172043012
abdulhassan20,0
abdullah21315,0.16666666666666666
abdullah320,0.058823529411764705
abdullahmuazvarol,0.21428571428571427
abdullahsezdi,0
abdulramana2,0.1875
abdulrani,0.2222222222222222
abdulrasheed99,0
abdurrhmangithub,0
abdykadyr97,0.26666666666666666
abe813,0
abec1123,0
abegailp14,0.14814814814814814
abekenf,0
abel955,0.23529411764705882
abelbryan,0
abellq,0
abelraman,0
abemogg1,0
abena-eth,0.4444444444444444
abescolearn,0.32142857142857145
abeyreex,0
abflyn,0
abguan,0.2857142857142857
abhayjn,0
abhh7784djjf,0.14285714285714285
abhi946776,0
abhiag,0.04878048780487805
abhicryptostar,0.20833333333333334
abhijay007,0
abhijayant,0.34375
abhijz,0
abhimanyu912,0
abhinav2019,0
abhishek06041994,0.2777777777777778
abhivan732,0.25
abhuta05,0.0625
abi19919191,0
abi215,0
abiba21,0
abida4,0.16666666666666666
abidakon18,0.34615384615384615
abievve,0
abieyuwa1,0.125
abigailujunwa,0.1111111111111111
abihidayat,0.1
abilityou,0.125
abin1212,0.125
abiola-zeenat,0
abiqasglobal,0
abir2021,0.25
abisoye148,0.17391304347826086
ablbertsewerty,0
ablejaev,0.29411764705882354
ableyeamaskot,0
ablfzl199,0
abloh999,0
ablud55484,0
abneredisoni,0.15384615384615385
abnerella,0.14285714285714285
abnerfang,0.3125
aboab06,0.375
abobaboyka,0.35714285714285715
abobka88,0
abochk,0.25
aboikovskyi,0
abotyvrwbpl2032,0
aboutfish,0
aboutvon,0
abovemuch6487,0
abr1213,0
abrahamma1,0
abrahamnahu,0.06666666666666667
abrahamolincolni,0.16666666666666666
abrahamtas,0.5217391304347826
abrahamwalkle,0
abrakadobr,0.16666666666666666
abram3004,0
abramalexa,0
abramovadfs,0
abrar437,0.45454545454545453
abrarmr-ops,0.5675675675675675
abrarsaifi,0.24242424242424243
absanext,0
absorbseason1403,0
abtinfarhangasil,0.125
abtrader,0
abu-robin,0
abubaker1234,0.28205128205128205
abuchtela,0.6363636363636364
abukatov,0.1111111111111111
abumamaki,0.058823529411764705
abundance-alex,0.3333333333333333
aburostone,0.14285714285714285
abusumaya2,0
abuterbaugh,0.125
abuyazidd06,0
abwirftfcg,0
abysms,0.3333333333333333
ac1313nft,0.21428571428571427
acaacawir,0
acadiapeach,0.1
acai314,0
acajkina459,0
accaee,0.16666666666666666
acceptlyla,0
acceu4616,0.16666666666666666
account159,0
accroso,0
acdccebolla,0
acehu1974,0.3333333333333333
aceluodan,0.2222222222222222
aceofafrica,0.3888888888888889
aceqiu,0.45454545454545453
aceretkortney,0
acerhash,0.35714285714285715
acft45,0
acfun7799,0.15151515151515152
ach22m,0
achaldu,0
achanz,0.2857142857142857
achievozhou,0
achillesyi,0.07692307692307693
achinthyabhat,0.3888888888888889
achmadback,0
achoojy,0.2222222222222222
achristopherjv,0
achyne,0
acidade,0.42857142857142855
aciljuhe,0
ackermansss,0.38461538461538464
acmilangood2,0.4
acoatamelvin,0
acohick,0.47058823529411764
acolytec3,0.36363636363636365
acostabau,0
acp2022,0
acpawam,0.25
acpeng888,0
acptdr,0
acpzkeitw,0
acreonshore,0.16666666666666666
acrid10,0
across778,0
acrosschain,0.1111111111111111
acrosslineone,0.06666666666666667
acryptic,0.375
acryptoverse,0
acsalamanca,0.4375
actifan,0.1
activemanas,0.15517241379310345
acyberg,0.15789473684210525
acymassfayt,0
ada-zer0,0.6666666666666666
ada19961021,0
adaanthony,0.0625
adadwq21,0.25
adaf1111,0.2
adagurkan,0
adairbethun,0.21428571428571427
adairtlee,0.07142857142857142
adairwhit,0.35714285714285715
adal8888,0
adam12adam12,0
adam22-1,0
adam666a6,0
adamama2,0
adamazad,0.2222222222222222
adamcarltongihub,0.2
adamgoyer,0.3333333333333333
adamhirsch118,0
adamirvingdsvsd,0
adamjmdawson,0
adamk514,0.5454545454545454
adamkulick,0
adamlam2022,0.22580645161290322
adamlosgb,0
adammaulana2,0
adammburns98,0.06666666666666667
adammie,0.1111111111111111
adamminer81,0
adammmanka,0.3333333333333333
adampeters451,0
adampluck,0.5714285714285714
